ISBN,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
8880892207,Fiction,Anima mundi (Romanzi e racconti),Susanna Tamaro,1997,Baldini &amp; Castoldi,http://images.amazon.com/images/P/8880892207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8880892207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8880892207.01.LZZZZZZZ.jpg
8806163698,Historical Fiction,Il Giovane Holden,J. D. Salinger,2003,Distribooks Inc,http://images.amazon.com/images/P/8806163698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806163698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806163698.01.LZZZZZZZ.jpg
8807810360,Children's Literature,Una Donna,Aleramo,0,Feltrinelli,http://images.amazon.com/images/P/8807810360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807810360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807810360.01.LZZZZZZZ.jpg
8466302263,Fiction,El Ultimo Judio (Punto de Lectura),Noah Gordon,2003,Punto de Lectura,http://images.amazon.com/images/P/8466302263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466302263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466302263.01.LZZZZZZZ.jpg
140348107,Non-Fiction,My Side of the Mountain,Jean Craighead George,2000,Scott Foresman (Pearson K-12),http://images.amazon.com/images/P/0140348107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140348107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140348107.01.LZZZZZZZ.jpg
884092097,Historical Fiction,Kaleidoscope,June Stepansky,2000,A Different Voice Publishing Co.,http://images.amazon.com/images/P/0884092097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884092097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884092097.01.LZZZZZZZ.jpg
884092119,Fiction,A Different Voice,June Stepansky,2001,A Different Voice Publishing Co.,http://images.amazon.com/images/P/0884092119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884092119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884092119.01.LZZZZZZZ.jpg
803263724,Fiction,My Antonia (Willa Cather Scholarly Edition Series),Willa Cather,1997,Bison,http://images.amazon.com/images/P/0803263724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803263724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803263724.01.LZZZZZZZ.jpg
60506679,Fiction,Every Secret Thing : A Novel,Laura Lippman,2003,William Morrow,http://images.amazon.com/images/P/0060506679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060506679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060506679.01.LZZZZZZZ.jpg
375701427,Satire/Classic,American Pastoral,Philip Roth,1998,Vintage,http://images.amazon.com/images/P/0375701427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701427.01.LZZZZZZZ.jpg
553135457,Fantasy,Sophies Choice,William Styron,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553135457.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553135457.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553135457.01.LZZZZZZZ.jpg
812504364,Fantasy,A Connecticut Yankee in King Arthur's Court,Mark Twain,1997,Tor Books,http://images.amazon.com/images/P/0812504364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504364.01.LZZZZZZZ.jpg
380000830,Non-Fiction,The Guns of Avalon (Chronicles of Amber),Roger Zelazny,1996,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380000830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380000830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380000830.01.LZZZZZZZ.jpg
380014300,Travel/Memoir,Nine Princes In Amber,Roger Zelazny,1977,Avon,http://images.amazon.com/images/P/0380014300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380014300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380014300.01.LZZZZZZZ.jpg
895773570,Fantasy/Humor,Flower Arranging (Rd Home Handbooks),Malcolm Hillier,1990,Reader's Digest Association,http://images.amazon.com/images/P/0895773570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895773570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895773570.01.LZZZZZZZ.jpg
330312367,Non-Fiction,Year In Provence,Peter Mayle,0,Pan Books Ltd,http://images.amazon.com/images/P/0330312367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330312367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330312367.01.LZZZZZZZ.jpg
2277238929,Non-Fiction,De Bons Presages,T. Pratchett,1997,Editions 84,http://images.amazon.com/images/P/2277238929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277238929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277238929.01.LZZZZZZZ.jpg
2743606789,Non-Fiction,Du bon usage de la lenteur,Pierre Sansot,2000,Rivages,http://images.amazon.com/images/P/2743606789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2743606789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2743606789.01.LZZZZZZZ.jpg
2253001279,Non-Fiction,Journal De Anne Frank,Anne Frank,2003,Livre De Poche French,http://images.amazon.com/images/P/2253001279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253001279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253001279.01.LZZZZZZZ.jpg
2253047422,Western,Le Pigeon,Patrick Suskind,0,Livre De Poche French,http://images.amazon.com/images/P/2253047422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253047422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253047422.01.LZZZZZZZ.jpg
8806160427,Fiction,L'Ultimo Natale Di Guerra: A Cura Di Marco Belpoliti,Primo Levi,2003,Distribooks Inc,http://images.amazon.com/images/P/8806160427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806160427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806160427.01.LZZZZZZZ.jpg
553255142,Magical Realism,Man from the Broken Hills,Louis L'Amour,1975,Bantam Books,http://images.amazon.com/images/P/0553255142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553255142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553255142.01.LZZZZZZZ.jpg
9500703203,Magical Realism,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,Gabriel Garcia Marquez,1987,Sudamericana,http://images.amazon.com/images/P/9500703203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9500703203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9500703203.01.LZZZZZZZ.jpg
843760494X,Magical Realism,Cien AÃ±os de Soledad,Gabriel GarcÃ­a MÃ¡rquez,1994,Ediciones Catedra S.A.,http://images.amazon.com/images/P/843760494X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843760494X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843760494X.01.LZZZZZZZ.jpg
345406516,Fiction,The Aguero Sisters (Ballantine Reader's Circle),Cristina Garcia,1998,Ballantine Books,http://images.amazon.com/images/P/0345406516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345406516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345406516.01.LZZZZZZZ.jpg
312281250,Historical Fiction,The Ghost of Hannah Mendes,Naomi Ragen,2001,St. Martin's Griffin,http://images.amazon.com/images/P/0312281250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312281250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312281250.01.LZZZZZZZ.jpg
385490461,Historical Fiction,Seraglio,Janet Wallach,2003,Nan A. Talese,http://images.amazon.com/images/P/0385490461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490461.01.LZZZZZZZ.jpg
60936363,Historical Fiction,Portrait in Sepia : A Novel,Isabel Allende,2002,Perennial,http://images.amazon.com/images/P/0060936363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060936363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060936363.01.LZZZZZZZ.jpg
038082101X,Historical Fiction,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch,http://images.amazon.com/images/P/038082101X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg
849943663,Historical Fiction,The Pearl (Women of Faith Fiction),Angela Elwell Hunt,2003,WestBow Press,http://images.amazon.com/images/P/0849943663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849943663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849943663.01.LZZZZZZZ.jpg
3453099613,Historical Fiction,Schatten Ã?Â¼ber den Weiden.,Nora Roberts,1996,Heyne,http://images.amazon.com/images/P/3453099613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453099613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453099613.01.LZZZZZZZ.jpg
1574534106,Science Fiction,Shadow of the Hegemon,Orson Scott Card,2002,Audio Literature,http://images.amazon.com/images/P/1574534106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574534106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574534106.01.LZZZZZZZ.jpg
380977745,Mystery,April Fool Dead: A Death on Demand Mystery,Carolyn G. Hart,2002,William Morrow &amp; Company,http://images.amazon.com/images/P/0380977745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380977745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380977745.01.LZZZZZZZ.jpg
1558747028,Self-Help/Inspirational,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,http://images.amazon.com/images/P/1558747028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747028.01.LZZZZZZZ.jpg
618050140,Thriller,The Ledge,Michael Collier,2000,Houghton Mifflin Company,http://images.amazon.com/images/P/0618050140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618050140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618050140.01.LZZZZZZZ.jpg
312774842,Education,Substitute Teaching: A Handbook for Hassle-Free Subbing,Barbara Pronin,1983,St. Martin's Press,http://images.amazon.com/images/P/0312774842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312774842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312774842.01.LZZZZZZZ.jpg
1579213405,Non-Fiction,Emotional Purity : An Affair of the Heart,Heather Arnel Paulsen,2001,Winepress Publishing,http://images.amazon.com/images/P/1579213405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579213405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579213405.01.LZZZZZZZ.jpg
671708635,Self-Help/Business,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,http://images.amazon.com/images/P/0671708635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg
812970101,Mystery,The Mysterious Affair at Styles : A Detective Story (Modern Library Classics),AGATHA CHRISTIE,2003,Modern Library,http://images.amazon.com/images/P/0812970101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812970101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812970101.01.LZZZZZZZ.jpg
375727566,Mystery,Yeats Is Dead! (Vintage Crime/Black Lizard),Joseph O'Connor,2002,Vintage Books USA,http://images.amazon.com/images/P/0375727566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727566.01.LZZZZZZZ.jpg
373630468,Mystery,Worse Than a Crime,Anne Burton,1982,Harlequin,http://images.amazon.com/images/P/0373630468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373630468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373630468.01.LZZZZZZZ.jpg
671676652,Mystery,A Question of Guilt,Frances Fyfield,1990,Pocket,http://images.amazon.com/images/P/0671676652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671676652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671676652.01.LZZZZZZZ.jpg
553250655,Mystery,Puppet for a Corpse,Dorothy Simpson,1985,Bantam Books,http://images.amazon.com/images/P/0553250655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250655.01.LZZZZZZZ.jpg
399139125,Historical Fiction,River of Hidden Dreams,Connie May Fowler,1994,Putnam Pub Group,http://images.amazon.com/images/P/0399139125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399139125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399139125.01.LZZZZZZZ.jpg
553377884,Fiction,Skinny Legs and All,Tom Robbins,1995,Bantam,http://images.amazon.com/images/P/0553377884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553377884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553377884.01.LZZZZZZZ.jpg
9679787834,Thriller,Vermillion eye: A chiller of a thriller that will shock you to the bone,Halim,2000,Pelanduk Publications,http://images.amazon.com/images/P/9679787834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9679787834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9679787834.01.LZZZZZZZ.jpg
609605623,Self-Help/Finance,You're Fifty--Now What?: Investing for the Second Half of Your Life,Charles R. Schwab,2000,Crown Business,http://images.amazon.com/images/P/0609605623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609605623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609605623.01.LZZZZZZZ.jpg
451195507,Mystery/Thriller,Judging Time (April Woo Suspense Novels (Paperback)),Leslie Glass,1999,Signet Book,http://images.amazon.com/images/P/0451195507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451195507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451195507.01.LZZZZZZZ.jpg
61012289,Mystery/Romance,A Secret Affair,Barbara Taylor Bradford,1997,HarperTorch,http://images.amazon.com/images/P/0061012289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061012289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061012289.01.LZZZZZZZ.jpg
451195493,Mystery,Suspicion of Deceit,Barbara Parker,1999,Signet Book,http://images.amazon.com/images/P/0451195493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451195493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451195493.01.LZZZZZZZ.jpg
61092088,Mystery,Dangerous to Know,Barbara Taylor Bradford,1996,HarperTorch,http://images.amazon.com/images/P/0061092088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092088.01.LZZZZZZZ.jpg
425162788,Thriller,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425162788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162788.01.LZZZZZZZ.jpg
451208811,Mystery/Thriller,Blood Orchid,Stuart Woods,2003,Signet Book,http://images.amazon.com/images/P/0451208811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208811.01.LZZZZZZZ.jpg
3404920910,Historical Fiction,Im Wald der gehenkten FÃ?Â¼chse.,Arto Paasilinna,2001,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404920910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404920910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404920910.01.LZZZZZZZ.jpg
2070419878,Drama,Novecento : Pianiste,Alessandro Baricco,2002,Gallimard,http://images.amazon.com/images/P/2070419878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070419878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070419878.01.LZZZZZZZ.jpg
345342968,Dystopian Fiction,Fahrenheit 451,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg
192860925,Science,The Selfish Gene,Richard Dawkins,1990,Oxford University Press,http://images.amazon.com/images/P/0192860925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192860925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192860925.01.LZZZZZZZ.jpg
812550706,Science Fiction,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,http://images.amazon.com/images/P/0812550706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.LZZZZZZZ.jpg
553580302,Science Fiction,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,Spectra Books,http://images.amazon.com/images/P/0553580302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580302.01.LZZZZZZZ.jpg
441102670,Science Fiction,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441102670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.LZZZZZZZ.jpg
441328008,Science Fiction,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441328008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441328008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441328008.01.LZZZZZZZ.jpg
441294677,Science Fiction,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1991,ACE Charter,http://images.amazon.com/images/P/0441294677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.LZZZZZZZ.jpg
441104029,Science Fiction,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books,http://images.amazon.com/images/P/0441104029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441104029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441104029.01.LZZZZZZZ.jpg
345443683,Fantasy,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books,http://images.amazon.com/images/P/0345443683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443683.01.LZZZZZZZ.jpg
61012149,Non-Fiction,Serpico,Peter Maas,1997,HarperTorch,http://images.amazon.com/images/P/0061012149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061012149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061012149.01.LZZZZZZZ.jpg
890420254,Psychology,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,2000,American Psychiatric Association,http://images.amazon.com/images/P/0890420254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890420254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890420254.01.LZZZZZZZ.jpg
345378482,Science Fiction/Thriller,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg
671758896,Mystery/Thriller,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
345348109,Historical Fiction,The Killer Angels,Michael Shaara,1993,Ballantine Books,http://images.amazon.com/images/P/0345348109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg
451177096,Psychological Thriller,Dolores Claiborne,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg
778800229,Cookbook,America's Best Slow Cooker Recipes,Donna-Marie Pye,2000,Robert Rose,http://images.amazon.com/images/P/0778800229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0778800229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0778800229.01.LZZZZZZZ.jpg
345422384,Horror,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books,http://images.amazon.com/images/P/0345422384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422384.01.LZZZZZZZ.jpg
441328091,Fantasy,The Hero and the Crown,Robin McKinley,1989,ACE Charter,http://images.amazon.com/images/P/0441328091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441328091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441328091.01.LZZZZZZZ.jpg
